,Name:,Attacking Prowess:,Ball Control:,Dribbling:,Low Pass:,Lofted Pass:,Finishing:,Place Kicking:,Swerve:,Header:,Defensive Prowess:,Ball Winning:,Kicking Power:,Speed:,Explosive Power:,Unwavering Balance:,Physical Contact:,Jump:,Stamina:
279,['A. BELOTTI'],86,78,77,68,65,84,66,68,84,51,53,85,83,80,76,83,86,84
280,['RONY LOPES'],77,83,85,81,83,79,72,85,62,45,48,76,86,87,87,64,65,79
281,['A. ROBERTSON'],66,78,75,75,85,59,55,75,65,80,80,70,87,84,75,70,63,90
282,['H. ÇALHANOĞLU'],74,87,86,84,86,78,92,90,60,56,54,85,74,76,80,64,66,81
283,['MALCOM'],77,86,85,82,81,76,84,83,60,43,43,77,83,86,88,69,62,78
284,['E. FORSBERG'],79,85,85,86,85,75,79,83,60,53,56,77,76,85,85,68,63,78
285,['MARLOS'],77,88,87,82,77,73,75,82,65,53,51,75,84,86,84,67,69,79
286,['D. RUGANI'],62,74,75,78,76,62,56,65,82,86,85,77,75,73,72,82,81,78
287,['A. CHRISTENSEN'],63,74,70,81,78,58,60,67,85,88,84,74,75,76,75,76,78,76
288,['S. BERGWIJN'],81,80,83,74,73,74,66,79,70,56,48,78,87,91,90,77,74,72
289,['D. CALIGIURI'],75,82,84,78,81,71,79,80,64,53,58,80,82,83,79,68,75,86
290,['M. MAREGA'],84,76,74,70,67,82,68,74,79,57,61,83,86,85,74,89,79,88
291,['D. DAKONAM'],60,75,76,74,68,55,58,60,78,91,90,66,81,82,65,83,76,78
292,['PABLO FORNALS'],83,87,84,82,77,75,67,73,63,70,74,76,73,73,72,71,62,82
293,['M. RASHFORD'],81,80,83,74,76,78,79,78,72,52,53,85,92,91,78,72,63,80
294,['RODRI'],63,85,74,87,82,58,72,63,76,88,89,63,76,75,73,74,73,81
295,['M. DÍAZ'],84,68,76,73,69,87,80,75,85,51,63,87,82,77,77,84,88,84
296,['A. GOLOVIN'],75,82,85,82,75,73,79,81,68,71,73,81,85,83,82,69,66,82
297,['J. TAH'],60,68,64,75,70,55,55,58,87,82,86,78,79,70,65,95,80,85
298,['T. NDOMBÈLÉ'],74,81,82,81,75,70,62,68,65,83,82,79,82,85,84,75,72,83
299,['F. CHIESA'],79,84,84,77,74,77,72,73,62,54,51,80,85,86,80,69,65,83
300,['W. SNEIJDER'],81,85,82,85,86,75,85,88,54,57,54,87,75,72,86,62,60,75
301,['A. WITSEL'],76,83,79,84,79,73,70,71,78,70,74,78,76,72,65,80,74,85
302,['C. TEVEZ'],82,84,83,76,70,83,77,80,76,50,48,85,77,82,70,85,71,77
303,['J. MILNER'],75,77,76,83,84,68,79,80,67,72,73,82,70,72,64,72,63,90
304,['J. FARFÁN'],79,81,80,79,75,76,81,82,65,56,55,83,83,81,75,77,73,76
305,['R. BABEL'],77,83,83,77,75,75,60,76,78,50,52,90,83,84,82,83,75,74
306,['JESÚS NAVAS'],72,76,81,75,80,65,60,80,57,75,50,74,88,91,85,60,60,90
307,['L. PONZIO'],70,80,76,78,80,68,69,79,64,80,78,82,73,73,80,75,68,83
308,['JUANFRAN'],75,80,74,72,77,58,58,80,61,82,83,69,83,79,64,75,67,84
309,['L. PERRIN'],67,77,72,80,77,66,71,65,84,83,81,74,70,68,70,85,83,75
310,['JOÃO MOUTINHO'],74,82,80,83,84,70,79,84,60,70,67,70,70,74,83,64,69,81
311,['RAÚL GARCÍA'],81,81,73,81,78,80,78,76,85,56,68,82,75,76,61,83,79,80
312,['A. TURAN'],83,86,87,84,80,73,73,83,74,64,71,75,70,75,83,71,70,72
313,['S. KAGAWA'],74,85,84,85,81,76,70,80,60,54,51,78,78,83,84,61,70,78
314,['H. SAKAI'],72,76,73,76,76,64,67,80,68,76,77,76,81,80,77,72,77,84
315,['F. QUAGLIARELLA'],83,82,76,75,72,84,78,80,75,50,44,84,72,77,77,79,71,72
316,['S. LICHTSTEINER'],68,77,74,76,79,64,63,72,73,76,78,80,82,78,71,75,74,85
317,['ADURIZ'],84,82,74,74,66,80,72,75,86,48,56,80,76,77,64,85,85,79
318,['BORJA VALERO'],76,87,83,87,83,70,77,79,65,63,66,78,66,67,81,68,70,71
319,['A. GUARDADO'],68,84,80,85,83,65,80,78,55,70,73,74,76,77,87,60,74,83
320,['R. VORMER'],80,74,69,84,82,74,82,76,70,75,78,82,72,68,73,78,73,90
321,['BRUNO'],67,81,76,87,84,69,78,72,65,76,86,79,67,69,80,78,67,76
322,['BEÑAT'],72,82,77,83,85,70,82,85,60,67,71,87,72,74,78,71,60,81
323,['LUIZ ADRIANO'],81,82,80,76,71,81,71,72,77,51,53,77,79,78,77,71,82,75
324,['V. ĆORLUKA'],65,74,67,77,75,56,60,71,82,84,82,75,73,68,72,83,81,80
325,['B. IVANOVIĆ'],64,69,65,71,74,62,60,72,86,85,84,73,72,70,65,85,83,80
326,['D. CRISCITO'],69,77,74,79,76,57,58,71,78,84,83,77,78,78,73,77,81,83
327,['ADRIEN SILVA'],75,82,80,82,80,71,78,77,60,80,72,83,70,68,70,66,62,87
328,['L. FEJSA'],66,78,76,80,76,60,55,55,81,86,87,75,75,75,72,88,83,90
329,['A. CANDREVA'],77,83,81,81,80,75,76,77,63,56,59,88,82,80,78,77,58,86
330,"[""Y. M'VILA""]",67,79,76,83,81,66,69,72,66,83,80,73,74,80,65,77,73,83
331,['K. ASAMOAH'],67,77,80,75,77,64,56,72,65,73,75,81,83,81,77,76,77,84
332,"[""N. N'KOULOU""]",62,76,73,80,77,59,58,63,83,85,83,65,79,77,68,82,87,74
333,['R. BOUDEBOUZ'],77,85,86,82,83,77,81,82,60,50,60,75,76,80,82,60,56,71
334,['I. SCOCCO'],82,84,83,77,76,82,80,83,70,56,47,85,75,82,79,64,72,73
335,['A. YARMOLENKO'],79,84,86,79,80,76,77,82,70,57,55,84,77,78,82,76,68,75
336,['D. LOVREN'],61,72,68,73,71,56,56,61,84,84,88,73,67,69,63,89,88,75
337,['J. WILSHERE'],80,86,85,85,78,67,70,77,62,64,65,77,71,80,87,67,67,78
338,['A. DZAGOEV'],77,82,79,81,78,74,76,76,67,71,70,79,76,79,73,66,74,85
339,['RENATO AUGUSTO'],77,83,84,84,83,70,76,78,67,72,70,78,72,71,68,78,61,73
340,['V. MOSES'],75,80,82,71,74,70,65,75,66,74,75,76,83,82,82,79,66,86
341,['MARCELO'],59,70,65,77,75,60,61,61,86,85,84,77,68,65,70,89,82,86
342,['A. KOKORIN'],81,82,83,76,69,81,73,66,76,51,44,81,83,85,73,70,84,79
343,['Ł. PISZCZEK'],65,71,70,74,70,65,56,79,83,78,79,80,81,78,74,82,84,83
344,['T. DELANEY'],72,78,72,82,84,70,68,70,77,72,74,76,72,70,72,76,82,88
345,['C. SMALLING'],61,64,64,69,66,60,55,61,87,85,86,67,78,71,63,89,82,80
346,['S. COLEMAN'],74,78,80,76,75,68,55,73,69,74,70,79,80,85,75,74,75,89
347,['J. HENDERSON'],73,80,73,84,83,66,73,80,64,72,75,75,73,75,70,75,80,90
348,['ANDER HERRERA'],77,84,80,84,79,70,66,79,62,79,75,74,70,76,80,69,63,85
349,['E. LAMELA'],80,85,85,83,78,73,80,83,72,56,58,82,76,79,73,64,68,77
350,['R. PEREYRA'],77,83,84,81,79,73,74,77,65,60,64,78,80,79,83,68,70,85
351,['ALEX TEIXEIRA'],78,85,85,82,77,80,65,70,62,62,61,72,85,88,85,70,60,77
352,['S. VERDI'],80,84,82,86,83,70,82,81,65,56,42,78,84,83,88,63,66,81
353,['E. SALVIO'],79,85,86,77,74,78,57,61,60,45,45,80,87,88,85,72,81,79
354,['M. ROJO'],65,72,70,74,77,55,60,67,84,80,83,80,75,75,69,84,82,80
355,['N. TAGLIAFICO'],72,74,76,75,73,64,68,77,72,72,74,76,82,81,75,72,82,82
356,['C. BACCA'],86,82,78,74,65,83,58,73,77,52,59,80,83,83,77,74,75,74
357,['PIZZI'],70,82,84,84,85,70,79,77,60,65,60,80,74,74,82,61,61,80
358,['P. JONES'],60,72,72,76,75,63,55,59,79,84,83,75,78,75,74,82,84,82
359,['G. MERCADO'],63,73,71,73,73,63,58,64,80,87,84,69,77,79,66,80,76,83
360,['T. STEPANENKO'],68,78,69,83,79,63,60,68,75,83,82,79,72,69,75,81,77,85
361,['M. LANZINI'],77,86,86,80,79,72,77,75,60,50,55,76,80,86,86,55,75,78
362,['DANILO PEREIRA'],66,78,75,77,76,57,61,63,82,84,85,82,77,73,79,87,78,85
363,['PABLO SARABIA'],75,83,85,79,81,77,77,74,60,68,61,73,85,82,80,70,58,85
364,['Y. KONOPLYANKA'],79,81,82,78,79,77,80,84,61,50,51,83,88,89,83,70,64,76
365,['L. BENDER'],68,74,71,82,77,66,59,69,82,81,84,81,73,75,64,84,76,87
366,['R. RODRÍGUEZ'],72,77,74,77,85,64,83,81,66,75,78,80,75,74,71,73,73,76
367,['D. VIDA'],60,70,62,73,67,57,58,60,83,86,83,75,81,78,74,84,83,80
368,['MARIANO'],74,80,81,75,82,65,59,85,64,75,71,74,81,79,79,70,65,79
369,['M. FERNANDES'],74,77,76,77,75,60,55,68,77,79,77,75,83,79,71,75,77,85
370,['FERNANDO'],67,77,71,83,81,61,82,77,64,79,75,79,77,75,75,67,75,84
371,['R. BARKLEY'],73,85,85,82,79,71,70,69,67,60,62,81,77,77,78,81,73,77
372,['S. BERGHUIS'],79,80,82,75,73,78,76,85,66,58,59,81,81,83,79,67,73,78
373,['S. KVERKVELIA'],63,72,68,73,69,66,55,63,85,85,84,75,78,73,67,86,79,79
374,['G. PEZZELLA'],63,71,67,71,69,64,56,63,84,87,86,73,74,73,65,83,85,80
375,['B. DAVIES'],65,78,74,78,79,63,67,72,68,82,82,69,76,80,69,75,74,82
376,['ÍÑIGO MARTÍNEZ'],58,72,64,76,80,60,80,72,81,85,84,80,73,72,68,80,80,79
377,['DEDÉ'],60,64,62,67,69,53,59,59,88,88,87,74,81,75,63,88,83,71
378,['M. VECINO'],70,81,79,83,79,66,65,66,79,75,78,81,76,74,71,79,73,85
379,['VITINHO'],81,83,84,79,73,77,74,77,60,61,59,78,82,84,83,65,72,78
380,['FELIPE'],75,70,67,72,68,63,63,63,84,81,83,74,76,72,73,80,81,81
381,['A. LALLANA'],77,86,86,82,76,73,68,76,66,60,61,72,73,75,77,67,74,85
382,['T. MEUNIER'],78,78,75,74,76,68,57,80,74,74,76,74,81,73,71,83,74,89
383,['RICARDO PEREIRA'],75,80,80,76,79,65,61,83,62,72,73,72,84,85,82,65,72,78
384,['DEULOFEU'],72,83,86,76,81,72,73,82,60,57,52,69,90,87,78,62,70,74
385,['S. KOLAŠINAC'],74,75,71,73,71,60,60,67,75,79,84,83,84,75,65,88,78,83
386,['N. CLYNE'],71,77,75,75,78,64,59,65,67,79,82,73,80,79,77,71,71,81
387,['RAFINHA'],80,85,85,84,76,76,65,75,62,64,66,79,74,74,80,68,72,74
388,['P. ZIELIŃSKI'],76,85,84,83,78,67,73,79,62,59,59,82,82,83,76,62,68,80
389,['JOÃO MÁRIO'],74,84,83,84,78,70,70,76,60,65,66,79,76,78,75,66,66,85
390,['G. PEREIRO'],79,87,84,74,72,77,68,76,79,51,48,87,84,82,63,81,74,77
391,['J. VERETOUT'],68,79,77,82,80,68,80,82,63,69,74,83,76,73,70,72,72,80
392,['O. SHATOV'],79,83,84,82,78,75,69,81,61,56,51,76,90,84,83,68,60,75
393,['GERARD MORENO'],85,78,78,77,70,84,66,71,79,57,51,76,77,82,77,70,82,82
394,['A. MILIK'],84,79,71,72,63,85,75,74,85,51,52,85,78,74,77,85,75,78
395,['JEMERSON'],55,66,67,74,74,55,66,62,82,85,84,80,81,77,71,82,83,78
396,['MORALES'],85,83,85,78,74,82,77,69,62,61,53,77,81,77,72,65,63,81
397,['J. MARTÍNEZ'],80,79,81,74,77,83,70,67,82,50,50,75,90,88,82,70,81,75
398,['L. ALARIO'],85,80,77,77,68,83,65,68,83,52,53,82,80,76,75,80,82,78
399,['R. CENTURIÓN'],75,83,86,76,74,74,73,79,63,51,50,80,85,87,90,66,76,83
400,['R. DE PAUL'],76,83,84,82,83,77,80,81,61,56,55,84,79,82,77,68,62,81
401,['L. MILIVOJEVIĆ'],66,78,72,83,80,78,86,73,76,81,82,77,70,68,70,78,66,84
402,['BRUNO FERNANDES'],79,83,82,82,83,70,80,81,61,61,60,85,78,79,75,64,61,80
403,['T. BAKAYOKO'],74,75,79,77,77,60,65,68,78,79,81,75,79,74,72,86,77,82
404,['A. REBIĆ'],82,80,83,73,66,79,63,69,76,49,53,79,88,85,80,82,81,78
405,['Y. MINA'],60,70,62,69,71,59,56,51,88,79,85,75,78,74,62,91,90,78
406,['G.DE ARRASCAETA'],79,83,86,77,77,78,72,75,64,50,50,78,78,83,73,67,72,72
407,['Y. GAZINSKIY'],68,78,74,84,81,62,61,75,80,82,76,79,77,75,69,81,74,84
408,['K. VOLLAND'],81,82,82,78,71,80,68,77,60,51,52,87,80,83,84,76,62,87
409,['IAGO FALQUÉ'],82,84,84,79,76,81,76,80,69,52,54,76,80,83,80,69,70,78
410,['DIEGO'],76,82,83,84,81,75,84,81,62,51,54,76,74,80,92,71,68,72
411,['PORTU'],85,86,81,88,71,79,64,69,64,50,59,70,77,80,82,73,69,83
412,['S. BENDER'],56,76,60,80,76,52,55,61,82,86,88,78,74,70,66,85,78,87
413,['S. GARCÍA'],83,84,75,76,69,84,75,69,82,50,43,83,73,74,81,86,80,76
414,['M. POLITANO'],80,83,83,78,75,77,77,78,62,54,55,77,81,87,85,62,66,79
415,['B. SARR'],71,80,80,77,75,61,58,72,60,77,77,74,88,90,82,67,61,84
416,['K. KAMPL'],71,80,85,85,78,67,72,78,63,66,63,81,80,84,72,65,71,86
417,['IÑAKI WILLIAMS'],78,79,81,75,72,78,60,65,68,50,57,74,90,88,69,78,77,82
418,['ÁLEX GRANELL'],71,82,71,88,89,56,87,69,64,76,79,81,72,70,63,73,69,83
419,['C. TOSUN'],84,78,73,73,69,85,63,65,87,52,57,86,78,75,71,85,87,80
420,['SAMU CASTILLEJO'],76,88,85,80,70,70,65,73,65,54,61,73,86,85,80,79,62,78
421,['E. HYSAJ'],66,77,66,79,71,55,58,67,73,80,82,75,84,82,81,69,73,88
422,['G. BURGSTALLER'],84,77,77,75,71,85,66,72,76,51,48,83,84,82,74,83,77,85
423,['DIEGO CARLOS'],48,75,70,71,70,50,79,71,80,83,82,74,79,82,79,83,81,83
424,['M. CALDARA'],69,70,71,72,71,66,58,61,84,86,85,76,74,72,66,81,84,79
425,['M. KEANE'],59,71,65,77,75,63,55,52,87,80,85,74,73,74,72,82,87,82
426,['N. BARELLA'],70,79,82,82,80,65,70,74,65,74,78,67,80,83,85,64,65,85
427,['RÚBEN NEVES'],70,82,74,85,86,69,83,80,61,71,71,84,70,70,75,70,73,79
428,['L. DUBOIS'],73,73,70,80,83,63,66,79,66,75,76,75,80,81,75,73,73,82
429,['DANI CEBALLOS'],78,88,87,83,81,66,70,75,60,67,77,63,69,73,78,61,57,78
430,['A. KRAMARIĆ'],81,79,80,72,67,83,74,73,79,56,51,84,78,81,78,66,77,78
431,['B. PAVARD'],65,77,69,79,76,59,60,65,80,83,82,72,77,71,76,79,85,80
432,['J. HECTOR'],67,82,76,81,80,65,66,69,74,82,80,72,79,77,69,74,68,84
433,['ARTHUR'],73,84,80,87,83,71,69,72,63,70,73,75,76,79,84,72,65,78
434,['B. DOST'],88,78,72,75,61,85,65,70,93,49,48,85,67,64,68,90,82,86
435,['R. ZOBNIN'],69,82,80,82,71,57,60,69,80,88,86,75,82,78,80,83,70,87
436,['A. MIRANCHUK'],77,82,84,83,77,74,77,76,66,59,54,83,81,77,76,74,71,77
437,['F. KESSIÉ'],70,79,78,79,75,74,65,65,68,77,78,79,75,73,78,88,79,88
438,['L. PELLEGRINI'],75,81,78,84,82,73,70,73,73,72,72,78,76,79,71,71,69,80
439,['FABIÁN RUIZ'],78,84,82,84,81,70,64,78,60,67,75,78,69,72,75,78,64,79
440,['NÉLSON SEMEDO'],75,82,83,75,71,60,55,60,62,68,70,70,90,90,82,69,75,84
441,['M. AKANJI'],61,73,66,75,73,60,58,57,84,83,85,73,80,76,68,85,82,79
442,['ANDRÉ SILVA'],80,79,81,72,60,86,65,68,80,44,45,77,84,80,76,83,82,84
443,['MIKEL OYARZABAL'],82,85,84,80,80,79,75,78,60,55,62,75,78,75,83,69,60,76
444,['I. DIOP'],60,77,65,68,70,52,57,61,83,83,82,64,77,76,70,91,87,85
445,['F. BELLUSCHI'],77,86,83,82,83,75,79,82,63,60,56,80,71,79,81,70,66,76
446,['D. DUMFRIES'],74,75,77,75,80,68,61,77,75,67,72,77,85,82,67,76,77,80
447,['ODRIOZOLA'],71,76,73,75,80,62,57,82,74,76,80,59,86,83,78,65,70,84
448,['H. VANAKEN'],80,85,80,84,81,78,78,77,76,60,64,78,71,67,63,78,61,83
449,['M. MEYER'],74,85,85,83,76,70,63,77,60,65,73,63,75,85,86,67,63,80
450,['M. DE LIGT'],65,75,72,77,75,63,58,62,82,84,85,76,76,72,67,83,83,77
451,['A. HARIT'],75,87,86,80,77,70,71,78,60,55,60,74,87,88,86,61,68,79
452,['OSCAR'],80,83,79,82,79,75,77,78,64,57,60,78,75,76,85,60,71,77
453,['RICARDO GOULART'],82,82,79,81,76,78,67,75,80,52,53,80,79,82,80,76,73,75
454,['T. VERMAELEN'],61,66,60,78,75,53,66,62,84,84,83,81,72,73,72,80,88,76
455,['J. MASCHERANO'],67,80,68,80,75,62,64,68,72,84,85,78,69,72,80,78,79,78
456,['J. MATHIEU'],68,69,67,74,79,61,78,83,81,82,83,84,77,67,62,89,67,80
457,['M. DEBUCHY'],66,75,74,77,78,62,63,74,74,80,80,75,75,76,75,74,82,77
458,['SANTI CAZORLA'],77,85,83,85,84,73,78,85,62,66,65,77,66,72,85,61,65,65
459,['K. GAMEIRO'],84,76,74,75,73,82,55,75,70,54,49,76,85,89,83,74,77,82
460,['M. ŠKRTEL'],63,67,61,74,70,61,56,62,86,87,87,77,69,65,68,87,78,78
461,['A. HUTCHINSON'],70,80,71,85,72,57,61,67,76,80,84,73,75,72,78,77,79,81
462,['A. YOUNG'],68,81,79,80,86,68,73,85,64,73,72,77,79,81,78,68,62,76
463,['A. GRANQVIST'],54,75,65,82,77,54,63,65,84,84,75,74,69,69,74,85,85,83
464,['M. TOPAL'],67,80,73,80,78,65,62,65,80,80,84,87,70,68,70,80,78,86
465,['Ş. RADU'],68,71,71,73,73,65,58,64,75,84,84,82,75,72,72,81,81,83
466,['J. HERNÁNDEZ'],82,79,76,70,66,83,62,67,82,52,55,75,80,84,81,63,84,76
467,['K. MITROGLOU'],82,81,80,77,62,80,70,67,85,44,45,85,75,74,72,89,77,80
468,['FÁGNER'],70,76,77,76,73,60,70,71,58,76,76,77,82,86,80,70,69,84
469,['Y. GERVINHO'],76,80,84,74,75,77,63,71,63,50,52,72,90,92,77,66,66,78
470,['M. MUSACCHIO'],62,71,65,75,72,57,59,65,82,84,85,68,72,73,71,78,85,78
471,['C. STUANI'],82,76,72,73,69,85,62,63,82,57,59,81,74,76,73,80,87,86
472,['VICENTE IBORRA'],72,75,66,87,64,73,56,64,92,85,84,70,70,70,72,90,91,83
473,['S. JOVETIĆ'],78,87,84,82,74,78,67,82,70,48,44,84,78,81,76,76,73,73
474,['S. KJÆR'],51,70,57,77,76,62,74,64,87,85,86,80,73,68,68,86,72,80
475,['S. FEGHOULI'],78,82,83,79,78,74,70,76,63,52,59,77,81,83,82,71,62,78
476,['M. BADELJ'],66,83,79,82,81,62,66,70,71,76,78,77,72,70,68,81,72,80
477,['D. WELBECK'],80,79,81,76,70,75,65,66,79,52,53,78,85,84,68,80,82,84
478,['DANIEL CARRIÇO'],54,73,63,78,66,63,56,50,83,86,89,64,74,68,64,85,83,81
479,['RAFAEL'],74,76,78,75,80,54,57,82,64,71,74,70,79,81,77,73,78,82
480,['D. BLIND'],69,81,75,82,81,61,67,82,77,83,82,73,68,68,73,76,74,84
481,['C. BENTEKE'],79,80,78,75,62,79,68,65,88,49,50,85,80,77,66,90,88,80
482,['N. KALINIĆ'],84,80,75,74,67,85,63,70,81,50,53,79,81,71,67,81,74,79
483,['D. GLUSHAKOV'],75,80,75,82,73,76,73,70,68,76,73,85,70,73,75,74,74,81
484,['N. SUBOTIĆ'],58,64,54,69,72,66,57,56,88,83,85,82,70,65,71,84,80,77
485,['RAMIRES'],75,78,80,84,72,72,55,55,72,73,75,77,85,81,78,62,80,88
486,['A. LJAJIĆ'],78,85,85,84,81,72,80,83,65,48,51,78,77,80,78,68,65,74
487,['F. DELPH'],70,79,82,81,75,66,63,71,61,74,77,80,76,79,81,67,67,86
488,['Y. BELHANDA'],72,84,84,82,80,71,77,81,65,60,55,75,77,81,77,62,70,76
489,['VÍCTOR RUÍZ'],64,72,66,79,77,56,60,68,81,85,83,73,69,68,69,86,80,80
490,['T. GUTIÉRREZ'],80,82,77,79,73,81,70,73,75,50,51,78,80,80,77,78,80,76
491,['Y. RAKITSKIY'],50,78,69,79,84,58,78,75,70,85,85,87,75,69,72,76,75,80
492,['S. AURIER'],76,64,70,65,72,55,55,82,77,76,76,74,82,79,72,88,89,83
493,['S. COATES'],64,70,70,72,71,63,67,67,88,81,85,76,65,62,60,90,79,81
494,['C. ARÁNGUIZ'],67,80,75,81,78,66,72,75,67,65,77,80,78,81,70,73,72,87
495,['B. NATCHO'],73,84,74,85,83,70,83,79,66,75,75,78,73,68,80,70,60,77
496,['S. AZIZ'],65,61,55,74,73,63,58,55,87,84,84,74,77,72,68,84,85,78
497,['P. PÉREZ'],75,82,80,83,80,73,67,73,69,65,70,79,74,71,76,79,72,83
498,['V. ABOUBAKAR'],84,76,78,68,62,81,62,63,75,51,52,84,83,83,79,84,79,79
499,['D. TADIĆ'],78,83,84,83,79,70,78,82,67,52,53,74,72,74,82,69,70,76
500,['MARIO GASPAR'],70,76,73,82,78,69,65,74,65,77,77,68,82,78,65,78,74,81
501,['S. WAGNER'],88,78,65,71,66,86,62,67,92,53,57,86,71,65,64,88,80,74
502,['CÉDRIC'],71,76,75,75,76,55,62,65,64,76,78,80,81,81,82,63,72,87
503,['J. SHELVEY'],74,77,75,85,87,69,75,69,70,67,67,85,74,69,68,77,66,79
504,['J. CORONA'],79,82,81,77,76,75,73,76,66,53,54,74,82,84,79,71,71,79
505,['G. RAMÍREZ'],75,83,82,82,79,77,80,80,62,47,52,81,74,77,77,65,68,74
506,['S. LULIĆ'],75,78,80,81,81,68,63,78,74,72,73,83,77,76,70,77,71,86
507,['N. JØRGENSEN'],82,78,76,74,68,80,67,69,81,60,58,78,77,75,73,82,77,83
508,['DANILO'],75,78,73,75,73,65,75,75,68,72,77,84,81,76,65,78,74,84
509,['E. ZAHAVI'],80,81,80,78,77,80,79,75,72,52,54,78,70,73,78,73,78,78
510,['B. ANDRÉ'],73,78,76,80,79,65,63,70,78,75,76,73,76,75,74,78,84,83
511,['O. ÖZYAKUP'],75,87,82,85,80,70,78,81,60,58,54,77,75,80,77,65,68,75
512,['R. BERTRAND'],65,78,76,77,80,61,68,74,69,78,82,69,79,81,69,72,70,82
513,['V. CUESTA'],62,77,76,76,77,62,66,61,81,81,81,72,76,76,75,79,81,77
514,['BERNARD'],77,84,81,81,79,72,81,77,56,47,45,74,83,89,88,60,67,74
515,['W. KHAZRI'],80,83,82,78,76,76,84,82,64,55,53,82,78,77,75,76,63,75
516,['SERGIO ESCUDERO'],79,81,74,80,70,64,65,75,62,82,76,83,84,81,67,73,66,78
517,['HUGO MALLO'],66,80,70,70,69,58,58,78,65,76,82,74,79,78,68,69,82,90
518,['M. WEISER'],74,77,81,73,76,68,63,73,63,65,67,74,86,87,80,61,74,86
519,['T. VILHENA'],74,78,77,76,75,72,75,77,69,71,71,79,77,76,73,77,76,84
520,['M. UTH'],82,79,74,74,67,85,66,65,75,56,58,77,79,81,68,80,81,80
521,['LUCAS LIMA'],71,74,72,81,81,63,78,78,62,71,70,83,79,78,71,78,70,84
522,['ANDRÉ GOMES'],73,84,82,84,81,72,68,72,70,65,66,80,71,67,78,80,68,77
523,['A. DOUCOURÉ'],74,80,79,82,75,74,62,61,68,76,84,78,76,72,72,84,73,85
524,['I. SLIMANI'],85,77,76,74,66,80,62,73,90,54,54,79,77,71,62,86,88,90
525,['L. KURZAWA'],79,73,79,71,78,68,63,82,73,68,71,78,81,74,74,77,80,72
526,['JAUME COSTA'],71,82,75,79,74,63,66,68,71,76,73,69,80,80,71,70,77,83
527,['M. HINTEREGGER'],62,75,73,72,77,56,61,69,82,78,84,84,76,73,66,86,81,80
528,['GABRIEL'],64,68,63,74,74,60,59,60,80,85,90,71,74,73,74,81,80,78
529,['D. BERARDI'],80,80,81,76,78,77,78,79,64,49,44,80,82,83,78,68,66,81
530,['A. JAHANBAKHSH'],73,79,82,72,75,75,70,72,72,62,60,84,85,81,85,71,81,78
531,['L. DENDONCKER'],70,74,70,78,80,68,72,70,77,81,78,85,71,67,63,86,75,88
532,['R. GUERREIRO'],70,80,81,81,77,74,85,84,54,69,65,84,79,81,80,62,66,78
533,['D. ZAPATA'],83,76,74,68,60,81,64,68,84,49,46,85,83,78,72,92,84,76
534,['Á. CORREA'],79,85,88,76,73,79,64,79,60,52,52,75,83,88,83,60,57,79
535,['E. RIGONI'],76,80,80,72,79,77,78,83,60,56,63,82,85,86,86,67,65,80
536,['M. MEZA'],75,87,84,79,75,74,65,72,70,61,50,76,74,82,84,71,77,81
537,['RAFA SILVA'],79,81,85,75,70,65,55,63,50,50,50,80,94,94,88,60,70,80
538,['N. MAKSIMOVIĆ'],58,70,64,71,70,59,58,65,88,85,85,71,72,68,69,89,74,74
539,['A.SAINT-MAXIMIN'],76,80,90,71,68,75,55,65,60,44,45,78,95,97,82,64,58,75
540,['G. SIMEONE'],83,78,76,70,66,82,61,69,84,45,43,80,84,83,74,80,84,80
541,['WENDELL'],68,77,80,76,72,66,74,77,63,68,70,77,87,85,79,63,73,84
542,['J. HENDRIX'],70,77,75,78,83,62,68,73,76,76,75,72,77,73,78,76,78,78
543,['B. TRAORÉ'],81,77,82,77,74,76,75,83,73,52,48,80,85,83,77,71,73,74
544,['F. CERVI'],75,81,83,80,80,67,73,74,50,60,49,79,88,90,80,67,54,84
545,['S. ZAZA'],83,77,77,71,67,80,65,72,82,55,46,85,83,80,72,83,82,78
546,['IVAN MARCANO'],64,72,66,78,74,57,57,63,84,87,85,75,74,70,66,81,78,75
547,['T. HAZARD'],82,80,84,79,76,73,75,82,60,59,59,79,79,82,82,62,67,73
548,['YURI'],65,74,64,67,73,66,55,77,73,79,83,80,80,79,72,77,84,84
549,['D. ZAPPACOSTA'],68,76,78,75,79,62,60,72,68,76,75,78,82,79,76,76,72,83
550,['A. IZZO'],63,72,70,72,74,61,55,64,79,84,84,72,77,75,67,82,81,81
551,['M. BERG'],83,80,74,74,74,83,62,71,80,50,48,81,77,76,81,78,76,73
552,['ÁLEX GRIMALDO'],73,81,83,78,80,65,78,81,50,66,70,82,85,86,83,64,61,80
553,['DENIS SUÁREZ'],75,83,83,84,74,69,72,82,66,62,65,75,77,79,81,66,68,73
554,['M. SABITZER'],75,80,82,76,70,73,68,73,66,55,51,80,85,88,80,68,82,84
555,['K. TOKO EKAMBI'],83,79,81,71,78,82,67,72,75,45,50,79,79,82,77,78,73,75
556,['OMAR MASCARELL'],67,77,75,82,79,63,72,76,69,74,78,77,76,75,71,75,72,82
557,['M. ACUÑA'],75,78,80,76,82,67,73,82,60,65,69,81,81,80,85,75,60,89
558,['J. GOMEZ'],64,73,72,77,74,56,59,61,75,82,83,66,87,85,76,82,76,79
